counterexample_id,category,tested_claim,source_id,source_name,operator_a,operator_b,left_target_id,right_target_id,evidence_edge_id,explanation
commutation-domain:L5:L6:731,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,731,Alternating Heptamode,L5,L6,635,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:733,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,733,Superlocrian ♮2♭♭6♭♭7,L5,L6,637,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:911,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,911,Phrygian 𝄫3𝄫4𝄫7,L5,L6,719,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:919,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,919,Chromatic Phrygian Inverse,L5,L6,727,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:923,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,923,Alt ♮5𝄫7,L5,L6,731,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:925,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,925,Chromatic Hypodorian,L5,L6,733,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:935,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,935,Kanakangi,L5,L6,743,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:939,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,939,Rāga Malini,L5,L6,747,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:941,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,941,Rāga Jhankara Bhramavi,L5,L6,749,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:947,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,947,Scale 947,L5,L6,755,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:949,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,949,Mararanjani,L5,L6,757,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:953,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,953,Rāga Kalahamsa,L5,L6,761,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1135,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1135,Eurean Mode III,L5,L6,1087,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1231,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1231,7-Z18 rooted state 1231,L5,L6,1135,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1239,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1239,Alt 𝄫3𝄫6,L5,L6,1143,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1243,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1243,Alt 6,L5,L6,1147,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1245,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1245,Alt ♮26,L5,L6,1149,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1423,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1423,Alt ♮5♭♭3♭4,L5,L6,1231,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1431,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1431,Astrocyte,L5,L6,1239,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1435,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1435,Maqam Saba Zamzam,L5,L6,1243,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1437,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1437,Sabach,L5,L6,1245,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1447,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1447,Rāga Phenadyuti,L5,L6,1255,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1451,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1451,Phrygian,L5,L6,1259,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1453,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1453,Aeolian,L5,L6,1261,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1459,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1459,Phrygian Dominant,L5,L6,1267,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1461,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1461,Mixolydian ♭6,L5,L6,1269,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1465,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1465,Rāga Cudamani,L5,L6,1273,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1807,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1807,7-5 rooted state 1807,L5,L6,1423,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1815,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1815,Scale 1815,L5,L6,1431,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1819,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1819,Alt ♮6♯5,L5,L6,1435,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1821,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1821,Dorian +♭4,L5,L6,1437,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1831,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1831,Dominant +♭2𝄫3,L5,L6,1447,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1835,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1835,Dorian +♭2,L5,L6,1451,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1837,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1837,Dorian Augmented,L5,L6,1453,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1843,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1843,7-21 rooted state 1843,L5,L6,1459,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1845,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1845,Mixolydian Augmented,L5,L6,1461,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1849,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1849,Rāga Dvigandharabushini,L5,L6,1465,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1863,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1863,Scale 1863,L5,L6,1479,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L5:L6:1867,partial_commutation_domain_asymmetry,L5 and L6 strongly commute as partial functions,1867,Lydian 7+♭23,L5,L6,1483,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
